Description,Name
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in delinquency after 4 years,4_yr_bb_fed_repayment.ugunkcomp.delinquent
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in forbearance after 4 years,4_yr_bb_fed_repayment.ugunkcomp.forbearance
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in deferment after 4 years,4_yr_bb_fed_repayment.ugunkcomp.deferment
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers not making progress after 4 years,4_yr_bb_fed_repayment.ugunkcomp.noprogress
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers making progress after 4 years,4_yr_bb_fed_repayment.ugunkcomp.makingprogress
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers paid in full after 4 years,4_yr_bb_fed_repayment.ugunkcomp.fullypaid
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers with all loans discharged after 4 years,4_yr_bb_fed_repayment.ugunkcomp.discharge
Graduate federal student loan borrower-based 4-year borrower count,4_yr_bb_fed_repayment.gr.count
Percentage of graduate federal student loan borrowers in default after 4 years,4_yr_bb_fed_repayment.gr.default
Percentage of graduate federal student loan borrowers in delinquency after 4 years,4_yr_bb_fed_repayment.gr.delinquent
Percentage of graduate federal student loan borrowers in forbearance after 4 years,4_yr_bb_fed_repayment.gr.forbearance
Percentage of graduate federal student loan borrowers in deferment after 4 years,4_yr_bb_fed_repayment.gr.deferment
Percentage of graduate federal student loan borrowers not making progress after 4 years,4_yr_bb_fed_repayment.gr.noprogress
Percentage of graduate federal student loan borrowers making progress after 4 years,4_yr_bb_fed_repayment.gr.makingprogress
Percentage of graduate federal student loan borrowers paid in full after 4 years,4_yr_bb_fed_repayment.gr.fullypaid
Percentage of graduate federal student loan borrowers with all loans discharged after 4 years,4_yr_bb_fed_repayment.gr.discharge
Graduate completer graduate federal student loan borrower-based 4-year borrower count,4_yr_bb_fed_repayment.grcomp.count
Percentage of graduate completer graduate federal student loan borrowers in default after 4 years,4_yr_bb_fed_repayment.grcomp.default
Percentage of graduate completer graduate federal student loan borrowers in delinquency after 4 years,4_yr_bb_fed_repayment.grcomp.delinquent
Percentage of graduate completer graduate federal student loan borrowers in forbearance after 4 years,4_yr_bb_fed_repayment.grcomp.forbearance
Percentage of graduate completer graduate federal student loan borrowers in deferment after 4 years,4_yr_bb_fed_repayment.grcomp.deferment
Percentage of graduate completer graduate federal student loan borrowers not making progress after 4 years,4_yr_bb_fed_repayment.grcomp.noprogress
Percentage of graduate completer graduate federal student loan borrowers making progress after 4 years,4_yr_bb_fed_repayment.grcomp.makingprogress
Percentage of graduate completer graduate federal student loan borrowers paid in full after 4 years,4_yr_bb_fed_repayment.grcomp.fullypaid
Percentage of graduate completer graduate federal student loan borrowers with all loans discharged after 4 years,4_yr_bb_fed_repayment.grcomp.discharge
Graduate non-completer graduate federal student loan borrower-based 4-year borrower count,4_yr_bb_fed_repayment.grnocomp.count
Percentage of graduate non-completer graduate federal student loan borrowers in default after 4 years,4_yr_bb_fed_repayment.grnocomp.default
Percentage of graduate non-completer graduate federal student loan borrowers in delinquency after 4 years,4_yr_bb_fed_repayment.grnocomp.delinquent
Percentage of graduate non-completer graduate federal student loan borrowers in forbearance after 4 years,4_yr_bb_fed_repayment.grnocomp.forbearance
Percentage of graduate non-completer graduate federal student loan borrowers in deferment after 4 years,4_yr_bb_fed_repayment.grnocomp.deferment
Percentage of graduate non-completer graduate federal student loan borrowers not making progress after 4 years,4_yr_bb_fed_repayment.grnocomp.noprogress
Percentage of graduate non-completer graduate federal student loan borrowers making progress after 4 years,4_yr_bb_fed_repayment.grnocomp.makingprogress
Percentage of graduate non-completer graduate federal student loan borrowers paid in full after 4 years,4_yr_bb_fed_repayment.grnocomp.fullypaid
Percentage of graduate non-completer graduate federal student loan borrowers with all loans discharged after 4 years,4_yr_bb_fed_repayment.grnocomp.discharge
Undergraduate student Parent PLUS Loan borrower-based 4-year borrower count,4_yr_bb_pp_repayment.ug.count
Percentage of undergraduate student Parent PLUS Loan borrowers in default after 4 years,4_yr_bb_pp_repayment.ug.default
Percentage of undergraduate student Parent PLUS Loan borrowers in delinquency after 4 years,4_yr_bb_pp_repayment.ug.delinquent
Percentage of undergraduate student Parent PLUS Loan borrowers in forbearance after 4 years,4_yr_bb_pp_repayment.ug.forbearance
Percentage of undergraduate student Parent PLUS Loan borrowers in deferment after 4 years,4_yr_bb_pp_repayment.ug.deferment
Percentage of undergraduate student Parent PLUS Loan borrowers not making progress after 4 years,4_yr_bb_pp_repayment.ug.noprogress
Percentage of undergraduate student Parent PLUS Loan borrowers making progress after 4 years,4_yr_bb_pp_repayment.ug.makingprogress
Percentage of undergraduate student Parent PLUS Loan borrowers paid in full after 4 years,4_yr_bb_pp_repayment.ug.fullypaid
Percentage of undergraduate student Parent PLUS Loan borrowers with all loans discharged after 4 years,4_yr_bb_pp_repayment.ug.discharge
Undergraduate completer undergraduate student Parent PLUS Loan borrower-based 4-year borrower count,4_yr_bb_pp_repayment.ugcomp.count
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in default after 4 years,4_yr_bb_pp_repayment.ugcomp.default
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in delinquency after 4 years,4_yr_bb_pp_repayment.ugcomp.delinquent
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in forbearance after 4 years,4_yr_bb_pp_repayment.ugcomp.forbearance
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in deferment after 4 years,4_yr_bb_pp_repayment.ugcomp.deferment
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers not making progress after 4 years,4_yr_bb_pp_repayment.ugcomp.noprogress
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers making progress after 4 years,4_yr_bb_pp_repayment.ugcomp.makingprogress
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers paid in full after 4 years,4_yr_bb_pp_repayment.ugcomp.fullypaid
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers with all loans discharged after 4 years,4_yr_bb_pp_repayment.ugcomp.discharge
Undergraduate non-completer undergraduate student Parent PLUS Loan borrower-based 4-year borrower count,4_yr_bb_pp_repayment.ugnocomp.count
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in default after 4 years,4_yr_bb_pp_repayment.ugnocomp.default
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in delinquency after 4 years,4_yr_bb_pp_repayment.ugnocomp.delinquent
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in forbearance after 4 years,4_yr_bb_pp_repayment.ugnocomp.forbearance
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in deferment after 4 years,4_yr_bb_pp_repayment.ugnocomp.deferment
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers not making progress after 4 years,4_yr_bb_pp_repayment.ugnocomp.noprogress
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers making progress after 4 years,4_yr_bb_pp_repayment.ugnocomp.makingprogress
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers paid in full after 4 years,4_yr_bb_pp_repayment.ugnocomp.fullypaid
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers with all loans discharged after 4 years,4_yr_bb_pp_repayment.ugnocomp.discharge
Undergraduate unknown completion status undergraduate student Parent PLUS Loan borrower-based 4-year borrower count,4_yr_bb_pp_repayment.ugunkcomp.count
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in default after 4 years,4_yr_bb_pp_repayment.ugunkcomp.default
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in delinquency after 4 years,4_yr_bb_pp_repayment.ugunkcomp.delinquent
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in forbearance after 4 years,4_yr_bb_pp_repayment.ugunkcomp.forbearance
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in deferment after 4 years,4_yr_bb_pp_repayment.ugunkcomp.deferment
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers not making progress after 4 years,4_yr_bb_pp_repayment.ugunkcomp.noprogress
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers making progress after 4 years,4_yr_bb_pp_repayment.ugunkcomp.makingprogress
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers paid in full after 4 years,4_yr_bb_pp_repayment.ugunkcomp.fullypaid
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers with all loans discharged after 4 years,4_yr_bb_pp_repayment.ugunkcomp.discharge
Independent federal student loan borrower-based 4-year borrower count,4_yr_bb_fed_repayment.independent.count
Percentage of independent federal student loan borrowers in default after 4 years,4_yr_bb_fed_repayment.independent.default
Percentage of independent federal student loan borrowers in delinquency after 4 years,4_yr_bb_fed_repayment.independent.delinquent
Percentage of independent federal student loan borrowers in forbearance after 4 years,4_yr_bb_fed_repayment.independent.forbearance
Percentage of independent federal student loan borrowers in deferment after 4 years,4_yr_bb_fed_repayment.independent.deferment
Percentage of independent federal student loan borrowers not making progress after 4 years,4_yr_bb_fed_repayment.independent.noprogress
